req_id,prompt_tokens,generation_tokens,offload_target,total_latency_ms
750,137,262,cloud,433.1827636414091
752,14,230,cloud,404.09101679502055
751,27,432,cloud,587.7275117611571
754,40,92,cloud,278.636502499372
753,18,359,cloud,521.3637962657667
755,81,314,cloud,480.45526363365934
756,495,29,cloud,221.36704126436962
757,77,383,cloud,543.1823580765049
758,39,62,cloud,251.3637746675522
760,34,48,cloud,238.63659526317497
759,245,543,cloud,688.6382786765462
761,1,219,cloud,394.0909131760127
762,30,588,cloud,729.5457252437482
763,66,1,cloud,195.90955484632286
764,645,298,cloud,465.9119286505447
765,287,105,cloud,290.4569934688916
766,27,293,cloud,461.3638047837303
